00:00:00;50
00:15:00;50
00:30:00;50
00:45:00;50
01:00:00;50
01:15:00;50
01:30:00;50
01:45:00;50
02:00:00;50
02:15:00;50
02:30:00;50
02:45:00;50
03:00:00;50
03:15:00;50
03:30:00;50
03:45:00;50
04:00:00;50
04:15:00;45
04:30:00;45
04:45:00;45
05:00:00;45
05:15:00;45
05:30:00;40
05:45:00;40
06:00:00;40
06:15:00;45
06:30:00;45
06:45:00;45
07:00:00;50
07:15:00;50
07:30:00;50
07:45:00;50
08:00:00;60
08:15:00;60
08:30:00;70
08:45:00;70
09:00:00;75
09:15:00;75
09:30:00;75
09:45:00;70
10:00:00;70
10:15:00;75
10:30:00;75
10:45:00;75
11:00:00;75
11:15:00;70
11:30:00;70
11:45:00;70
12:00:00;70
12:15:00;70
12:30:00;70
12:45:00;75
13:00:00;75
13:15:00;75
13:30:00;70
13:45:00;70
14:00:00;75
14:15:00;75
14:30:00;75
14:45:00;75
15:00:00;70
15:15:00;70
15:30:00;70
15:45:00;70
16:00:00;70
16:15:00;70
16:30:00;75
16:45:00;75
17:00:00;75
17:15:00;70
17:30:00;70
17:45:00;75
18:00:00;75
18:15:00;75
18:30:00;75
18:45:00;70
19:00:00;70
19:15:00;70
19:30:00;70
19:45:00;65
20:00:00;65
20:15:00;65
20:30:00;65
20:45:00;55
21:00:00;55
21:15:00;55
21:30:00;50
21:45:00;45
22:00:00;45
22:15:00;45
22:30:00;50
22:45:00;45
23:00:00;45
23:15:00;45
23:30:00;50
23:45:00;45
